Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Greatsword,Gargoyle's Greatsword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Gargoyle's Blackblade,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Inseparable Sword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Sword of Milos,137.363,137.363,137.363,148.5,,,148.5,148.5,222.75,222.75,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,259.875,259.875,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Marais Executioner's Sword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Ordovis's Greatsword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Alabaster Lord's Sword,137.363,137.363,137.363,148.5,,,185.625,185.625,445.5,594,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,185.625,185.625,445.5,594,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Death's Poker,137.363,137.363,137.363,148.5,,,148.5,148.5,222.75,222.75,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,259.875,259.875,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Helphen's Steeple,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Blasphemous Blade,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Golden Order Greatsword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Dark Moon Greatsword,137.363,101.75,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
Greatsword,Sacred Relic Sword,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,137.363,148.5,37.125,445.5,137.363,137.363,137.363,148.5,37.125,445.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colossal Sword,Zweihander,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Greatsword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Watchdog's Greatsword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Troll's Golden Sword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Troll Knight's Sword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Royal Greatsword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Grafted Blade Greatsword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Ruins Greatsword,194.4,194.4,194.4,,,,194.4,194.4,405 + (81 AoE),405 + (81 AoE),194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,453.6 + (81 AoE),453.6 + (81 AoE),252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Starscourge Greatsword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,54 + 54,54 + 54,60 + 60,,,,252.72,252.72,534.6,534.6,54 + 54,194.4,54 + 54,54 + 54,108 + 108,324,486,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Godslayer's Greatsword,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Sword,Maliketh's Black Blade,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,194.4 + 194.4,,194.4,194.4,194.4,194.4,194.4,486,194.4,194.4,194.4,194.4,40.5,486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrusting Sword,Rapier,44,44,44,44,44,88,88,88,264,264,44,88,44,88,66,176,330,57.2,57.2,57.2,57.2,57.2,114.4,96.8,96.8,290.4,290.4,57.2,96.8,57.2,96.8,74.8,195.8,363,44,44,44,44,44,88,0,0,44,88,88,96.8,96.8,26.4 + 26.4,26.4 + 26.4 + 26.4,26.4 + 26.4,52.8 + 26.4 + 52.8,,,26.4 + 26.4,26.4 + 26.4,52.8 + 52.8,44 + 44 + 44,,44,44,88,88,22,264,44,44,88,88,22,264
Thrusting Sword,Estoc,44,44,44,44,44,88,88,88,264,264,44,88,44,88,66,176,330,57.2,57.2,57.2,57.2,57.2,114.4,96.8,96.8,264,264,57.2,96.8,57.2,96.8,74.8,195.8,363,44,44,44,44,44,88,0,0,44,88,88,96.8,96.8,26.4 + 26.4,26.4 + 26.4 + 26.4,26.4 + 26.4,52.8 + 26.4 + 52.8,,,26.4 + 26.4,26.4 + 26.4,52.8 + 52.8,44 + 44 + 44,,44,44,88,88,22,264,44,44,88,88,22,264
Thrusting Sword,Noble's Estoc,44,44,44,44,44,88,88,88,264,264,44,88,44,88,66,176,330,57.2,57.2,57.2,57.2,57.2,114.4,96.8,96.8,264,264,57.2,96.8,57.2,96.8,74.8,195.8,363,44,44,44,44,44,88,0,0,44,88,88,96.8,96.8,26.4 + 26.4,26.4 + 26.4 + 26.4,26.4 + 26.4,52.8 + 26.4 + 52.8,,,26.4 + 26.4,26.4 + 26.4,52.8 + 52.8,44 + 44 + 44,,44,44,88,88,22,264,44,44,88,88,22,264
Thrusting Sword,Cleanrot Knight's Sword,44,44,44,44,44,88,88,88,264,264,44,88,44,88,66,176,330,57.2,57.2,57.2,57.2,57.2,114.4,96.8,96.8,290.4,290.4,57.2,96.8,57.2,96.8,74.8,195.8,363,44,44,44,44,44,88,0,0,44,88,88,96.8,96.8,26.4 + 26.4,26.4 + 26.4 + 26.4,26.4 + 26.4,52.8 + 26.4 + 52.8,,,26.4 + 26.4,26.4 + 26.4,52.8 + 52.8,44 + 44 + 44,,44,44,88,88,22,264,44,44,88,88,22,264
Thrusting Sword,Rogier's Rapier,44,44,44,44,44,88,22 + 66,22 + 66,44 + 220,44 + 220,44,88,44,88,66,176,330,57.2,57.2,57.2,57.2,57.2,114.4,24.2 + 72.6,29.04 + 72.6,48.4 + 242,48.4 + 242,57.2,96.8,57.2,96.8,74.8,195.8,363,44,44,44,44,44,88,0,0,44,88,88,96.8,96.8,26.4 + 26.4,26.4 + 26.4 + 26.4,26.4 + 26.4,52.8 + 26.4 + 52.8,,,26.4 + 26.4,26.4 + 26.4,52.8 + 52.8,44 + 44 + 44,,44,44,88,88,22,264,44,44,88,88,22,264
Thrusting Sword,Antspur Rapier,44,44,44,44,44,88,88,88,264,264,44,88,44,88,66,176,330,57.2,57.2,57.2,57.2,57.2,114.4,96.8,96.8,290.4,290.4,57.2,96.8,57.2,96.8,74.8,195.8,363,44,44,44,44,44,88,0,0,44,88,88,96.8,96.8,26.4 + 26.4,26.4 + 26.4 + 26.4,26.4 + 26.4,52.8 + 26.4 + 52.8,,,26.4 + 26.4,26.4 + 26.4,52.8 + 52.8,44 + 44 + 44,,44,44,88,88,22,264,44,44,88,88,22,264
Thrusting Sword,Frozen Needle,44,44,44,44,44,88,(44 Projectile),(44 Projectile),(88 Projectile),(88 Projectile),44,88,44,88,66,176,330,57.2,57.2,57.2,57.2,57.2,114.4,(44 Projectile),(44 Projectile),(88 Projectile),(88 Projectile),57.2,96.8,57.2,96.8,74.8,195.8,363,44,44,44,44,44,88,0,0,44,(44 Projectile),(44 Projectile),(44 Projectile),(44 Projectile),26.4 + 26.4,26.4 + 26.4 + 26.4,26.4 + 26.4,52.8 + 26.4 + 52.8,,,26.4 + 26.4,26.4 + 26.4,52.8 + 52.8,44 + 44 + 44,,44,44,88,88,22,264,44,44,88,88,22,264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Thrusting Sword,Great Épée,63.25,63.25,63.25,63.25,126.5,,126.5,126.5,379.5,379.5,63.25,126.5,63.25,126.5,94.875,253,379.5,82.225,82.225,82.225,82.225,164.45,,139.15,139.15,417.45,417.45,82.225,139.15,82.225,139.15,123.338,278.3,417.45,63.25,63.25,63.25,63.25,126.5,,0,0,63.25,126.5,126.5,139.15,139.15,37.95 + 37.95,37.95 + 37.95,75.9 + 75.9,,,,37.95 + 37.95,37.95 + 37.95,37.95 + 37.95,151.8 + 151.8,,63.25,63.25,126.5,126.5,31.625,379.5,63.25,63.25,63.25,126.5,31.625,379.5
Heavy Thrusting Sword,Godskin Stitcher,63.25,63.25,63.25,63.25,126.5,,126.5,126.5,126.5 + 253,126.5 + 253,63.25,126.5,63.25,126.5,94.875,253,379.5,82.225,82.225,82.225,82.225,164.45,,139.15,139.15,139.15 + 278.3,139.15 + 278.3,82.225,139.15,82.225,139.15,123.338,278.3,417.45,63.25,63.25,63.25,63.25,126.5,,0,0,63.25,75.9,75.9,79.063,79.063,37.95 + 37.95,37.95 + 37.95,75.9 + 75.9,,,,37.95 + 37.95,37.95 + 37.95,37.95 + 37.95,151.8 + 151.8,,63.25,63.25,126.5,126.5,31.625,379.5,63.25,63.25,63.25,126.5,31.625,379.5
Heavy Thrusting Sword,Bloody Helice,63.25,63.25,63.25,63.25,126.5,,126.5,126.5,379.5,379.5,63.25,126.5,63.25,126.5,94.875,253,379.5,82.225,82.225,82.225,82.225,164.45,,139.15,139.15,417.45,417.45,82.225,139.15,82.225,139.15,123.338,278.3,417.45,63.25,63.25,63.25,63.25,126.5,,0,0,63.25,151.8,151.8,139.15,139.15,37.95 + 37.95,37.95 + 37.95,75.9 + 75.9,,,,37.95 + 37.95,37.95 + 37.95,37.95 + 37.95,151.8 + 151.8,,63.25,63.25,126.5,126.5,31.625,379.5,63.25,63.25,63.25,126.5,31.625,379.5
Heavy Thrusting Sword,Dragon King's Cragblade,63.25,63.25,63.25,63.25,126.5,,126.5,126.5,379.5,379.5,63.25,126.5,63.25,126.5,94.875,253,379.5,82.225,82.225,82.225,82.225,164.45,,139.15,139.15,417.45,417.45,82.225,139.15,82.225,139.15,123.338,278.3,417.45,63.25,63.25,63.25,63.25,126.5,,0,0,63.25,151.8,151.8,139.15,139.15,37.95 + 37.95,37.95 + 37.95,75.9 + 75.9,,,,37.95 + 37.95,37.95 + 37.95,37.95 + 37.95,151.8 + 151.8,,63.25,63.25,126.5,126.5,31.625,379.5,63.25,63.25,63.25,126.5,31.625,379.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Sword,Scimitar,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Falchion,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Shamshir,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Grossmesser,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Bandit's Curved Sword,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Shotel,57.5,57.5,57.5,57.5,57.5,115,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Scavenger's Curved Sword,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Mantis Blade,57.5,57.5,57.5,57.5,57.5,115,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
Curved Sword,Beastman's Curved Sword,57.5,57.5,57.5,57.5,57.5,115,115,115,115 + 230,115 + 230,57.5,115,57.5,57.5,28.75 + 86.25,28.75 + 230,345,74.75,74.75,74.75,74.75,74.75,149.5,126.5,126.5,126.5 + 253,126.5 + 253,74.75,126.5,74.75,74.75,28.75 + 112.125,28.75 + 253,379.5,57.5,57.5,57.5,57.5,57.5,115,0,0,,115,115,126.5,126.5,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5,69 + 69,,,20.125 + 20.125 + 28.75 + 28.75,34.5 + 34.5,34.5 + 34.5,40.25 + 40.25 + 46 + 46,,57.5,57.5,115,115,28.75,57.5 + 287.5,57.5,57.5,57.5,115,28.75,57.5 + 287.5
